rg,cpf
e8cf0a6a.398,60194cee.6f3f.
b64654d4.d96,09b5b79d.5c0f.
1b94e7ed.4dc,aa5c711b.bef3.
8a1ab526.ba9,caffc651.cd4e.
01acc257.bc2,cbf3a0d8.96dd.
2c8391f3.7bf,c2e0d118.1c21.
12cd7704.fc5,f5b05d55.4689.
a168484a.671,6250c87c.219f.
efca8e1e.9b0,b3857b27.74af.
6d76bde6.832,19a15101.fec3.
de6b8325.d89,2a623c4c.2e8c.
f987ba0a.5f4,70ecf443.ceff.
d7fa877d.c39,92ac7548.f971.
79c136b6.86a,9dc77669.c1a1.
68964dd5.99c,b2015011.d40d.
a0d783ac.e04,c3da4fdc.3892.
de9a3286.3e3,2444697b.67c1.
e351f63b.e57,753c0755.b836.
65bbbb1a.d8b,2123e87e.b3f7.
05c0aa01.f99,d444783e.dabb.
9af70c6b.c5f,aaabd0f0.7c2e.
501a6356.fe4,f0b56175.4d36.
43fe0285.f6d,276270b8.f147.
5e045463.d62,2b29140c.570d.
adb13e51.0fa,075e91f3.d3a3.
48faec18.106,38191c4c.96a9.
40c531cb.0e7,b6348e90.97fe.
6dbba836.3c9,e1afd7e7.7099.
5fc296ac.07f,ff546b84.7b57.
6a6b004d.8ef,e210bc38.191b.
76def4a9.624,0f01a83a.f5fe.
66a3441c.082,f291c7b1.ed85.
44986dad.dfc,e86ae830.a327.
014dbdc7.b87,884fa30c.a442.
f3613f32.daf,0aeb3d05.915e.
a5ec9190.70b,01e760d5.9237.
638079dd.07f,d8f53f92.92ee.
3cb3b05e.f3f,7b0b4af8.27df.
f1c61ee8.4ac,e0b81de1.52db.
24495f22.409,f305ce52.d55e.
5dffdd90.3b7,38996cb1.b6f4.
d0ec765a.409,0dd70bae.e377.
d6a11abd.c3f,24127206.db91.
13c36ea7.bbf,c276682e.1723.
c635c733.495,a7b6e5ce.3a9e.
650e25de.523,7d071d20.e1ac.
7b0bd09c.43d,336c47cc.43e4.
808f42b1.69d,decc1051.6d67.
36ac081c.404,47dc348b.b2aa.
d9ab8da4.308,f0d3fca1.7a3e.
d1eafeb9.df2,80b9df60.da52.
464d35a5.83c,94981309.21bf.
c3dae8f3.ef4,1c924d9b.1f2c.
3cab7c9b.8ea,ca838e0a.b3d9.
9bb18255.9ac,ff2a93ab.0021.
f54d8a7c.750,3d6561d7.b8a3.
d299b803.4e4,28a46bcc.09fd.
03350d5b.18f,5428f124.c8af.
dadaf6ee.f6e,684a1fe1.d6c5.
d0fc2823.358,c195d011.8491.
49f382e2.be8,83fa925e.f747.
68619f6e.b1e,747cfe70.934d.
37908556.4ea,4b73207a.57b9.
84d62dfc.070,af439c96.01f8.
6e394e61.8f9,4f559caf.18e5.
3f089db9.3c6,f5dd2e46.41bc.
ca5bfb6f.e50,3e778890.c4da.
6bc73935.395,d6d202bc.e3a6.
be7ddb18.fa8,eec2479d.d745.
4196f130.ae8,29bb8600.f69b.
975b80e4.0d3,61d6355c.6348.
558d241f.7c9,f67d9fe4.3689.
b3571ae7.86c,93eebedf.14ec.
2cdf1162.b8c,ef0b9786.e98b.
749119cb.e3c,db542722.00e2.
13b92443.55d,6eed796c.26d7.
0d39142f.f2b,d90c686a.339a.
3c22a74d.ec8,1321cecd.a638.
96837678.7b4,3a33e5b1.16f9.
7d0eadaa.c3e,cbbbb703.ef8e.
967ee4af.724,2d00a23f.c75d.
ff45652a.92a,db49e977.9392.
cbc8b053.eb4,5c1d9c15.a86c.
1b337762.7cc,035ca6e8.3213.
64908a18.23b,4515e3ce.6dc6.
5962b5e1.74a,0fc2055e.72a0.
1fc42178.bef,06854f59.eb69.
cee66c51.849,477944e1.a49f.
f43d43a0.feb,29f701e7.2739.
0d31fa26.1f6,79d093c6.f64b.
43831b20.54a,1518213f.7bba.
bd196a15.7ea,2bd3f641.1507.
d1850535.c70,62bd16ae.36fa.
0ed54f1a.40f,7882d17a.563c.
3c6adae3.76f,ec7c23b0.a86e.
bc5f49ff.f99,75053ea6.b91b.
24651451.6d3,a5e724f2.d08f.
6ee6dc67.1f9,3d69a04b.886a.
2be4d08e.f89,c080b550.cb9e.
7a39ea79.4c1,674680ba.3125.
4eb8651b.49a,7487585a.0234.
8cf2a0d1.c91,b3e09cf1.6881.
ba15b972.b39,78781a01.14bd.
aa134e65.cb0,cee50efc.c244.
5f3ae9bd.27f,948c26ce.bb18.
d015da62.be9,4f192511.0705.
2be485c7.617,fd7c82fd.52db.
79f7f9a7.c80,aed9feca.7262.
7a6871e7.ed0,0b793c18.4e9d.
7492da6e.3d9,b6282b0c.d66c.
c0637ad3.611,4578561e.e7f5.
5d2c5f75.52b,7cd9037c.52bc.
4fb4c5ec.a12,46d9952f.70bb.
a0b33166.db1,cf89319b.652d.
8962d35b.59e,5b66a6e6.f676.
6dc64c67.fac,128bdbb0.c85e.
2e06fe07.920,b51834bd.5dab.
460f0633.095,1a3ddd97.c419.
1700c978.ce6,cb7ee7d8.ea82.
db0aa1de.354,d1df27d1.0755.
183274a6.8d1,c834d56f.b5df.
a6fde8c9.c1f,e3d4a66e.89d3.
4777082b.7e3,e5df75cc.2acc.
0b0b7eaa.fdf,1f23513b.b56c.
a2fbb52d.a5d,38852218.dfbc.
3a2c5827.e70,8c3bb5a0.2bf3.
797b32ff.7d9,895bdefa.9a8e.
3c1dda8e.220,31027aa5.b5f3.
28462b1d.6a5,c31c0571.56ab.
0d036a6a.009,5ccee53e.d07a.
fa40b130.93d,84ce7266.11bd.
7340d6eb.e86,2b2c74ae.41db.
96313583.83d,f77215ec.d1ef.
122b131f.214,6bbcceae.9461.
83817042.69d,f54c0c15.1e05.
1af7acf1.c9b,af67c255.f7d3.
17545985.7ea,96104850.c736.
67560fc8.d8c,56417831.f031.
185b9401.ce2,3d8290d0.30ff.
dc2d18b4.e4a,32541586.f904.
2fd80288.bb6,d1c6c088.8157.
deb41e2b.6e5,48bfd2c6.a19a.
00dcd53a.047,82e03c76.4e2e.
64798a6a.fba,216a768c.3249.
2572d37c.77f,229d17f3.d082.
e76d9e2e.ec5,3bf48f68.c41f.
0c9576cf.93c,47e42e3b.0060.
cf031595.8a5,ae5a7077.87da.
da327ba1.220,86d36c2e.c006.
a51ab610.17a,774be938.ed2e.
d550736d.1c4,81991366.3ac0.
ad803bf1.d72,8fcf146c.2e19.
ab58e47f.160,e599cf61.2023.
469460f4.b4d,2bde0222.5f2f.
407545f5.f2e,2277c019.3495.
682c9f50.8a3,d0a22559.2e13.
2d375cbb.389,c57723c7.ccf9.
58c3b6fb.120,e57fc48f.34b9.
aac150ab.7cd,92fda9db.1989.
b35a0c53.99f,a08b0381.3944.
c197f418.c22,b5d970b8.3a44.
3cd08b08.ba2,6e7ccfe4.19aa.
2bda7b5d.8c6,995153b0.09c5.
87669919.b9b,749a9aea.bcca.
28b51297.8f6,9dfd981e.5cdb.
a3a9d743.a0f,5ea284eb.d760.
b7eb94d5.965,fff63128.ab93.
9a2a730e.6ff,bfece569.9715.
081cc9d3.9ff,caf2f0f4.dc6f.
85f3eb21.c0d,793c95ed.81a8.
bee460af.29c,be68850e.944c.
838fe675.206,7d4562b5.cb27.
1027c4fa.93c,8412a6c9.16cc.
73e6a5fa.6c5,cea0432e.3246.
e330c3a1.b90,51753de6.ef5b.
bde5f545.5e4,382a6529.0996.
99471537.a4b,77a37199.2f79.
db45914a.f7c,1b7367e7.672b.
d4bdb91f.888,642d6896.7361.
8f0bddab.075,bcb49a70.1267.
a0197402.f8f,6d6cb8cd.df90.
867702df.c8c,c167710a.d3b5.
fd24a794.d04,f37d37de.3d65.
cf5c5205.83d,04ccd4fe.eebf.
77c8b20b.817,b65dc2bd.ca6f.
d0e6abaa.74f,fdb41045.8a6a.
5cd14247.823,0f61d03a.d63b.
e5b0cdc5.615,e42e9045.fde2.
ae3e83e0.5b8,eb8136df.a22e.
b356e420.e83,1f920c6f.9d24.
92e1361f.8c6,dec7f75f.5f3c.
4d5d5076.afc,775d4ffe.6d8e.
a2bbbde4.ec6,71214f58.6080.
14996b36.8c0,b8ed3662.950c.
a224368e.204,a96c5c6a.4470.
b285834a.d24,8f63ed64.ea1d.
49dfa87b.9b4,bff00c73.2a8e.
eea69f62.00a,c92cd360.67cf.
59b0ac2a.664,69498620.8dcf.
05b682ef.623,36439f64.e1c6.
020fb15d.385,3caedbcf.6417.
bded1c1f.858,654c7480.b8be.
72dde773.672,452ea9e6.f5ce.
a5e47b59.ad5,b220e7c0.35b6.
756acf60.d88,52a25b8e.c8e8.
3cd04de9.438,6726bc5a.9851.
010bf1f1.045,2a2aafc9.6f4b.
8e140da5.62d,8c55c460.1281.
eb32aa7a.0d6,754ff136.c560.
1f923c2a.cd9,6bc240c8.27a7.
b78f3a2c.37f,2c9374ef.2430.
2c6e5cfc.642,1571310a.1403.
f279d956.6d4,46afd6a4.dac0.
09549693.24d,f0c3d373.f0f6.
2c9c07a2.289,6a5632d4.63c4.
54e803d5.1eb,34905436.1304.
ea1c50f9.807,789fe386.64a5.
a1c22d66.900,ca4aab91.1734.
f277287f.d1f,a217d72b.26b0.
1335b70e.0fe,1dd19d14.d7f4.
55d223c5.f8e,d47bd44c.1405.
7892e13b.580,ebf6d2cc.0bf0.
fac9336e.b1c,61efc11e.bd07.
4f6913b5.ced,f8782b2f.acdd.
b6089210.597,d3408b6e.02ea.
d1f34140.7c1,e47778bc.14cc.
884e249c.583,c5906372.d38b.
86eee93f.5e6,d15b6deb.52cf.
5b3fbf4b.ca1,ff9f784f.7849.
ab8f4eaf.9c7,dc8215f0.f431.
c707c380.498,ab47b8e4.c9fd.
64e9b992.b4d,1ec6b31d.26cd.
ce009393.0f5,ea94b97b.779f.
56710add.93b,75a4f813.7e17.
49444f76.e1c,6420cf48.9963.
4be967f5.aed,be2304b5.411d.
ce3e2751.eb5,b9b35449.7a0c.
d17476da.760,941e1cee.4a35.
f625c5b7.910,42b07814.ef34.
1d158192.17c,4598da0e.272a.
d15b9e63.864,718aa022.585c.
a54cc355.93a,0773fcc8.7ec2.
6e6e85dd.17f,2f247957.55f9.
c3eb7ae8.8a2,cb7ba301.3e00.
3b9cbe24.19f,49697137.d373.
a63b7387.b63,267e2a60.366e.
b4366133.6e2,eae0c768.6937.
0b7e0912.fe9,586c8f8b.3026.
1f875d8f.f04,4ebbd6a3.8a5f.
7f14d8b3.879,a6e49a8d.3f3b.
4483f5fc.0fb,c21cc4eb.ddd3.
342f8dee.185,88b7ca5a.3f84.
8d90f08e.eda,bc2d56d3.fbfa.
a873fa6d.3d6,ca680a95.981a.
e6cb2028.f91,d75265b7.65c2.
1ea8c4b7.9d2,f86ee9cc.f3b9.
b528bec4.773,c6b58e8f.3093.
077647b8.8c7,8bd3c46f.a420.
d0d42b8f.095,053698c0.2308.
d75c4546.8fa,ce0c1e88.96d2.
4410a017.293,3d9a6fd3.56c8.
dcf5d18f.724,eacd062a.bf7b.
82c319ad.02e,478e0956.a7ca.
4bf8663f.d8b,bce5ba98.7739.
af798015.387,e1a35536.ee08.
05182ad2.a44,3d9d07d9.d5e0.
0b0377c4.41b,c8c082c1.c7c6.
ef6d1989.02d,b6c21e1c.9d58.
ced24405.ed1,1af8d612.dfd7.
ecc403e9.954,2282fe3d.bf76.
a00e72fe.184,cc8a4e91.81f6.
132f1e4b.72b,742cbc78.eaef.
e89c4f8d.2d6,91954386.3893.
78f6c1ee.cdf,62aab384.eb65.
92d2d422.27f,6c2eda25.5b3e.
5b7fc54f.198,26472dae.e410.
9f3f180e.cec,68a5527a.eb9a.
7dd56257.d72,e5c38fa0.a810.
81a412bb.837,7cf6aacc.cfd1.
0cd3b578.790,c7118028.2e4b.
c8525029.d03,95e96fec.86ed.
349e7698.bba,1af8f44b.fb3a.
b5a3ff70.9d4,b759f9e3.50e2.
99d3695a.693,6175a023.41b5.
b66c80f3.cdc,042b5a14.a38a.
b0ebc78d.2ee,b7a72eb4.6045.
59a1254b.8a2,78d9f7d9.3a62.
33959a02.d7c,e8765ee3.b734.
0ed930e3.2c8,ce745ef0.d333.
79f4b9bf.122,4e5e7b08.d91b.
036723c5.a13,b9ede759.3cb2.
b141651f.0a6,83178fec.0c52.
f7d889ff.e18,3ca72d3d.ec81.
aef64266.143,455bdf63.c0cf.
73340960.dd6,d4e41b87.7c0d.
d2a08005.1aa,af979b2b.f079.
7b5b6253.d9e,03ca62d4.feba.
f176206f.9f5,1ca8ec88.755a.
fa5dd5eb.2f8,7e6dd79b.83ab.
cfe3dc93.509,4580c340.d846.
58210c70.eb4,fd78bc1c.2c9c.
fe52fec6.9f1,83d34b85.5381.
b6b66792.944,8ad1d2d2.965b.
24d0274a.f80,2d187486.7095.
8af02af2.a17,e3cdf05e.87d2.
6f89a12f.e59,bcc35aa7.f061.
bf1f4d6d.84c,96fe1474.c7d1.
fdfb7c57.ba6,eb553504.f57d.
f2ab6dfb.5a0,443113fd.da12.
30850ed1.c1e,3e474f4d.9fef.
7c501791.bc3,8fddaf0e.6f83.
0bbd8db3.617,306d64db.b3b8.
73005579.fc3,67292ee2.0f06.
83587475.d40,6870843f.71c8.
bd0d1fff.cad,d05ce4be.b73e.
6be1ba0a.dc4,d782e02e.612e.
3a3a1ee3.f08,27fb02c5.de21.
d5594086.267,8b97e5ba.b641.
7d1a6d30.cdc,5c8ceb00.ec8a.
65e97e8b.2f3,c6652090.9997.
8bcc6304.259,3beeff37.240a.
016e9f9c.87c,07cc1b2e.9549.
44648c1b.544,3f8b9cc3.041b.
ceafeae9.d71,29fd38b8.335c.
e35a991b.004,3b3a21fd.bef9.
b4dee9b4.82b,72fe5260.9a4c.
d6e8ecd1.4db,9d75db95.5186.
5229d1b7.011,6f2b0459.d02f.
050a4aaf.9bc,d8dbcf6d.389c.
df266425.330,650d87ff.ec77.
1c5a73ec.ffb,66879946.66ff.
4959f539.887,d35fb7e2.177e.
3f79f5bb.872,99e583a0.e8d7.
e61de104.c04,30d53b07.c7ae.
89eff36a.5f0,016229e9.c2ba.
33579f79.400,c24bd37f.0378.
e428107f.87b,97da4858.0516.
a96760fc.d66,d94054f8.d248.
f340498c.fa2,4f350e8f.5bfa.
2cb414f4.752,3799549e.93ff.
444127e0.a19,d6ea777f.dcc1.
38b6471c.705,25467de1.bb39.
79c144b8.df1,0c043b6d.a37e.
051b8dde.bf4,a7d419a4.80de.
9ff91566.f57,6cb5fa40.c154.
95f3c1aa.62b,44b1d336.7ca3.
4c75de07.03d,36d5378a.9fac.
78d1b63f.314,7b2d3877.8348.
59457c69.065,bb1787d9.b4de.
ac41e847.03c,1ff7bda8.c04f.
e74b487d.8fe,9927b1cc.75fe.
99f54bd5.fbc,e4d67347.ffb1.
034b81c7.ce0,b8822fce.4979.
68f0b181.6fa,1a70cd50.d6cb.
9192cc27.524,f87d8565.007a.
8a82625e.c18,cd520f27.aacc.
038e9a99.05b,b5bfe736.71cb.
22b35cf7.7e1,154d8eb9.d751.
176afeae.91b,26e4f420.c007.
7af7b00a.75c,2a02a2be.5c06.
9edb2cad.5d8,a4dbd20b.dad2.
64ab4001.697,54d658d8.493b.
e16153aa.657,1489a334.f5b2.
15d7a82d.7d5,6a4dd51a.a150.
a78a2c55.daf,f1d7d477.9c60.
852beb7a.873,ac1208c3.663c.
49ff9d27.ed4,04bcfa30.8040.
7d6a2222.46a,fc7a0352.db33.
71b52abb.181,981abaf2.0954.
32a24289.6d8,73c5b493.f586.
f720d147.6ac,36bac721.5a54.
3c4b70d6.db2,45c5302a.0bfa.
38c1422b.8fd,7d6814f3.5141.
92cab654.373,892ba805.4994.
263272b3.ca4,06c4df8a.7a8b.
bdaca628.75d,13516e45.746f.
347450b6.72b,6cea7448.65ee.
0bcb820f.804,b80a94d6.b367.
a8f0b616.31f,53a7c1ff.00eb.
9d8a3b89.e47,3830fc5d.916b.
cffe4ab6.f53,8878a5c0.6450.
00db58aa.f8a,217b946a.1a93.
e5f21e26.7a2,f971e816.4a9c.
77fbeb0b.5cf,83f1501b.4a0a.
13a4d0bc.c86,2817a706.e056.
65afec23.77b,647549ae.3ae9.
51276c98.aa6,d338ae03.e88e.
fc9a4c63.69f,8db8de50.7eaa.
b319d4ac.259,eb193327.720d.
2ab7fde0.61e,d2a9dc1d.f544.
297b5276.9d2,65a39e80.7369.
dede1b89.fc4,f2a088c5.0048.
57ec1767.db7,a0b4b30f.cc42.
42082d70.213,ab9c403d.bbea.
77cff25d.7eb,43c21b84.f2df.
206bc95c.c59,7a85f23c.2ec1.
abb39164.c6b,aafc9581.65c6.
9bc1bfa4.a63,ed18c954.b65e.
ceb29365.90c,ea97d44d.1bff.
7a736931.ade,3438f2ed.b981.
a89c629f.8f4,cd6933a2.6104.
c5c5e1d3.775,48d1f634.0a77.
619fb3a4.330,290ca357.7247.
04369263.c39,abda4116.6047.
f96711a4.827,ef2bc662.cbc5.
4367a41b.f4e,732fd5d1.447d.
c21d4777.7f2,82a626f0.f599.
214c31b4.5c4,e298c9e9.4e5e.
496dd83a.f41,c71d63b8.cb44.
a72e4bda.77f,f7a933d5.b598.
4e548fe1.794,ab873ba9.a5f4.
ea627269.229,77c486a8.8f41.
b81e6981.598,cb09073d.35dc.
6bcc337f.b36,cc0f8d58.e16e.
d2302763.dd4,45e90da8.6d16.
c7538a5b.4a7,bdceeca8.a3b6.
36e516bb.e4f,2a5e84cb.3298.
6e538c38.d27,c2026c91.fc37.
c8c8933f.2fe,c13371ee.270f.
2f45c84b.ec3,dd1b2c6c.2074.
d61edf0e.49e,d8898808.5b4e.
5c07b2fd.fbf,bee15da6.3454.
7a137bed.016,bb537d08.4638.
c869c110.705,5df83792.2287.
73112933.2b6,f35b953c.276e.
c7c11e16.e57,1c87221f.783f.
eae201ac.e47,140c70b9.2d47.
dbcbf668.9fb,6531f2de.40ac.
7902b1dc.662,4c5de1b0.6f12.
a8069652.608,54686163.bff9.
06ce2f18.3ee,a28ae91e.f06c.
f37b91a6.001,0eadf2ab.9558.
10a19093.c21,a22d380a.72de.
2fa576e2.328,701f6743.7e7b.
7bf29f6f.4e7,ed00b453.7428.
ff639f15.308,acff36d6.e257.
159e26b0.731,d8a53875.070b.
3d8a72a0.495,81b13fd5.8345.
f2df2bf2.ca0,a3faec25.5116.
76bc5aaa.c2c,0d25e048.5d74.
6741f554.d36,8e3f60ce.5bfd.
618238a6.7f1,e1dfae27.4c5f.
01670f6d.30d,2a28e81d.ed54.
745e4384.928,f84281ea.1c6d.
44c919c2.86e,5963ace5.e063.
5de19eb3.548,60fe7b9e.8747.
b6f90aad.e7e,1f60cb79.e988.
f82f5899.a1f,852a1acc.d4e9.
a60204b4.14d,55317323.2ec2.
9606cd18.900,05b6eb39.b3f1.
e605e390.73c,45c3e2e1.a052.
178ea563.2d3,2fcd5c9f.a9d7.
5ba77d44.5f7,755386c9.9d7f.
c3c2acd1.62c,c0bbe5b0.0caf.
9f86ba19.4cd,e88bf5d8.594b.
065303d9.3cf,a2d2d0b8.0eed.
81e46aa4.67d,3439236a.39f6.
e74c5ceb.0f7,45d08ff0.e51e.
12519ff8.a88,793e6808.d7f3.
d5231430.239,2fd0f6f5.5ff1.
9dd11be6.5c1,7549e652.a457.
c74ebfe6.0c7,b768084c.8447.
dc0d4b44.2e8,f934a631.6f79.
2da4eba2.277,1ebe4cce.f3d0.
191538c0.9c0,27e251f1.c99f.
7a3355cb.f76,f93a5cdc.4914.
d1b8c0f0.066,82220b97.0ed2.
10015266.375,9a60ec5c.f916.
8c32e2ac.00b,d491c49f.cf68.
4810c707.218,95d8fef7.214f.
869d0dfb.54e,ce9ce449.1868.
9688c9b3.806,788e716b.d9ec.
df821878.513,686e046b.6619.
e6f03893.390,26298b08.ee90.
47f685e2.e82,a53147da.6f37.
69c6d056.ab4,ad196c07.e661.
8c54b276.a5b,2bbc3298.3271.
b93c9639.609,c36c5653.0b47.
1cfc3ed3.112,7dc968fa.3d38.
5447af41.ee2,654a7134.b296.
789d32b6.513,56bb12b1.4a6a.
0af3373b.144,07dd4122.3d69.
3414e7d3.704,e756ef55.c4af.
081b1745.477,bfda1f0a.f236.
d598d699.762,b832ad21.f4d8.
6efb7021.bf3,53831a42.f33a.
d1a6fd0b.055,7522ed5e.f0cb.
911709d9.ec1,b0b22f50.bb2a.
b5b9f0d6.8d5,d1594092.4117.
786b3146.422,fa0a05ac.cb6d.
5951b9d5.a8c,70c05d45.77bb.
61c9459e.6e7,cdd0278e.803f.
8ea00657.60a,664e6b72.c932.
fdaaae01.d91,f8d23dcd.1c18.
44e98a6a.7d8,312b7383.3479.
c536d9b1.42a,afd46f23.247e.
a41292fd.117,5a99cb98.b249.
fc91d7c9.dd4,47b02692.d5b5.
2d673cbb.cf6,0414d38b.897c.
27145a10.80d,5d8533c5.05c4.
191706e4.fde,8657d92d.089a.
7ea8b0b7.c0d,c9068cd4.d8d1.
f5da70af.1a7,7d95b27c.56cb.
9f3454ce.75e,5069a1cb.0c5b.
f9d8e214.056,992d87aa.6f12.
a7b0f359.3b8,9f0a3223.6e77.
d62b9436.b1a,06634d76.e4c0.
f974e297.55f,b14f15ea.c4bf.
cf72338e.b40,67c13dfa.3f1c.
0411df17.155,0f816fd8.2ed2.
00cde7e4.1a4,5a418999.994a.
af341992.767,5f3f0fd3.cf46.
b3f79ca4.6a9,0cb2f3d8.9296.
688e2366.afa,b0fa53d9.9d24.
1b80ae7d.8e9,fd69b6e3.7618.
c4ee82e9.b99,415e9c76.9a33.
93d14306.075,ced0d5bc.1be6.
a210b11f.350,b614e15b.7401.
efec7e6b.638,c6ed5dcc.54f1.
f4360846.191,b542529c.e08a.
856955b0.cc2,2ed418f3.f443.
20ee6760.00d,4086e729.e43a.
9e029046.28d,a3bf2ef7.5e9d.
dbf0af13.fc4,fc83d559.679b.
96c6f7dc.bd5,a76cb867.9a97.
c99123a7.817,76815abe.aeec.
b61d7206.1e6,eebaeffe.cead.
30944b6e.cdc,2003f597.cb01.
e7f33282.2c5,3ea967da.237b.
91b70e1d.c5f,f213ed74.9913.
f02d2d84.ebb,d850c385.3cd4.
bbfbe7f0.d32,035408ac.32f0.
e638f073.51b,b1ecbe45.0373.
48a6ad4d.3da,0f9c957d.0032.
fd44a1a9.7fa,87c01109.447b.
65a6e1af.9b7,5ccc0926.7289.
d3125b01.022,b1d9b58b.9219.
d35ea0da.66c,10a5dbc8.9b85.
854161b5.218,ab9d02aa.a43e.
81edb476.c8d,e1b6b399.e0f6.
622ca99c.4ed,536baa4b.d572.
e59249bc.2cb,36cd9ac9.1409.
59fa9a4e.ee6,ab08505e.0ee7.
19a868e5.14d,56edd68c.24af.
6aa08f51.a62,ad2cd8b8.0ab3.
10906c05.a90,367d4224.e228.
fcac36dd.382,c743d14b.15f1.
ccc51450.f19,f695b3a9.6577.
8c568e57.3c1,cc34c866.e9d5.
aa4ad825.87c,40b5743e.5f9d.
0dd68520.2b9,29d358da.08df.
d62db6a5.af0,04690f81.6309.
6be89d90.cf4,ca11cba8.c893.
bafa89f6.786,9e64aacc.7d81.
79e843d2.3e8,32137359.f836.
6ccbeebe.3a6,27f22a81.6ab1.
00fd5dde.18b,de44d504.1732.
1b8d2241.287,ceaa43d4.23b8.
62315ccf.f25,f24d9d0d.56c0.
f6e01a9e.189,aa765d30.5951.
462f4732.71d,d9ce4bf3.82bd.
9906640e.f1e,e3ce8b9b.413f.
ce654a8e.40e,4c14d326.e466.
5b714ee1.333,012a5c67.d383.
f427d882.454,ba84f26a.78cd.
18816fe0.cc1,fcb90f2a.6d60.
6d5d4c2a.466,66cf9389.eed2.
1eb11340.ca6,213d97d6.dd7c.
0be336e2.17d,0f23715c.efea.
50c54e47.38c,bf189bda.d1b4.
2aa6f2ed.5b0,ad69c19c.0fa5.
779538d7.ef3,f5cbf76e.9f12.
78675320.b83,d733d9eb.1f78.
64397f5e.eaa,b184c6a8.5f86.
cfe69417.8a7,00e050ad.32ff.
f7a47f67.15e,6a5032b4.57f2.
8758065d.053,545a9a32.6f22.
4f9fd6dc.2ac,b7ca47b3.55ed.
ade0f65f.96c,a4a5d05e.a4b8.
74280a58.b87,97c1af48.09f9.
44c5d56d.2b9,753624be.bf5f.
782e4d25.08d,0744fea0.ab83.
94e76827.117,3d417b22.00b5.
56924549.98a,f23822f8.8d8d.
369b7d0e.f32,06481cc6.4520.
19de3844.fb4,a78aecdc.feb6.
0eec9dd8.95c,780ff3ca.ff0c.
ab8edf37.fdc,f3c7941b.eaa8.
7dca1d51.2f7,12a0b0ce.f613.
de226827.d5a,973cd6d1.a9bc.
a85921c1.c76,c6395026.7e51.
5d6887db.8e2,06572a03.f8ae.
bfb09519.2c2,f80152a4.018a.
299070ea.87d,2fc826d5.1f49.
e06c721c.3fa,c0b317d7.efe8.
999764fc.f77,5d612237.83f9.
38fa9278.29a,8b263b36.eeee.
94dfbf3e.6dd,3c5f92b7.96c3.
bce80dbb.4b4,46249ca6.aacf.
1fc364d1.c21,34660724.a58c.
a822c30b.b81,b46b1ad9.615d.
837dd2f8.7f8,cbe5f454.0d1c.
8d65642d.ab6,8b309e2e.a141.
828ee89c.697,8d56c61d.9023.
5a3512cf.eb3,9b55a3f0.1690.
9fe32b50.b15,3cd57538.24aa.
7ed67ef7.788,4c76dd8a.4110.
b40414c5.da0,1fe03160.6645.
6328d630.c14,23ff38b1.404f.
c59876ef.98b,2d801661.b2c2.
067a5829.2a5,11c75e62.4f2b.
b26c9e1b.811,bfae615d.076b.
a5b7687b.469,5a598885.3cef.
ced9d0be.7be,2ef2df0d.9aeb.
799b77f6.f18,e1ae1afe.7cde.
7ae395de.a74,e83766dc.a15c.
2950d174.f1f,26ef675d.ee1e.
1d3f80a0.b9e,002dabe0.4fdc.
cb73d08e.3e4,b377de47.3135.
ae17b1a4.e78,7c5e7c04.6071.
635ebc14.ecf,a1c0b556.8e36.
1cc614c9.c56,0b3c50f9.f601.
699f67c3.e12,c099b772.e15d.
11bb1b2d.b9d,ff7c7224.b57f.
67cd90fa.71d,97a16bdb.a56d.
56472f9d.feb,9331098e.1682.
947b1c13.3f1,496cd7f8.fcb4.
32dd52cf.c21,40a70ae4.c805.
24658dc0.4cc,95f57cdc.7065.
a3d3182c.276,60054fc2.2805.
4064c0b9.6dc,987a290c.d4de.
f3e255c9.c59,de88c5a4.2a1a.
6061d061.67c,70c323cd.ac89.
0ed58f2c.c64,82a2f073.8f6c.
e2c2cdce.c8b,da1a5be3.0c44.
40089c0e.559,45a808e3.7671.
fa71aeed.8ab,d8a13a1b.1938.
bd6fdce1.65e,e5272743.adb1.
6886ffce.61b,3c09c30c.12fa.
07d258d8.2ec,b76611e1.ff74.
6ac4d4c7.fb9,2b32a0ee.2c40.
f94b5090.db7,293b22c3.4393.
f7ea872c.899,4b89e200.a0c8.
0e2546b8.e87,01c04850.1e1e.
7acfc069.16b,d44b807e.94db.
d6309995.77d,389487b1.1000.
a75b4674.853,a246fdc3.a795.
5718846a.549,44ebcb14.8124.
a7955844.d65,93ecc233.caf4.
62636f5d.13b,861b35d4.9537.
a744e908.0de,ed62f903.7e64.
f8560706.884,835aebb6.a35b.
b098c466.940,ff15e0ac.fe75.
d1fbeb5e.613,4b704474.22b1.
8dbb2632.a86,2b400313.c65b.
326417b4.65a,59010b12.7bf7.
15527927.711,afda1f79.6143.
027279d7.672,774a0a17.50bb.
901ad19b.570,c2e08758.2495.
e76f7f24.ee6,41ae9160.b2b2.
9fdd76fb.41d,55d2cd37.ce92.
e9c097a9.d24,dafc9f32.675b.
a1fc7cf8.6be,42e8f2da.5947.
19b78ebf.c3b,9ed4da4f.ca4b.
914cc4e3.071,056b2548.6572.
13e380e9.d8c,54b889ee.1937.
3db94cf9.ba3,194b721d.57ed.
fa794895.86f,e6eec373.2402.
146e701b.240,dd7e5fb4.7698.
a86bd81d.bf3,a02d4fa1.de37.
